"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.image","metaResult.attributes","metaResult.properties.files","metaResult.properties.creators","metaResult.properties.category","metaResult.collection.name","metaResult.collection.family"
"[""DeQvki7FaDUnibd2NoKFFMapGc2vBdZcX14MQcCXMrt1"",""95wHQdPGtm9pnJRNTcF2ZwskUYdgkMjyJc392KBMnynh"",""F61rNRUhmN4GutbyZFtgj3sMFTC7oB2unSmnjUneQdm5""]","Solvivor #808","[0,50,50]","SXS","https://arweave.net/7An2y4PNe-r8dYfABtZN_gjICKmzr92pEQ6fESw6EdM","[1,0,0]",true,"4EVG64r9WdzHG6AJ4JmuU2ziiHZJ1FK5P1ar5H9WKvak",true,"7NdZb6V9vHb2JxH59c3hNF33oVXQCAR9necZGjPsaRpr","https://explorer.solana.com/address/4EVG64r9WdzHG6AJ4JmuU2ziiHZJ1FK5P1ar5H9WKvak","Solvivor #808","SXS","In Solaris, a great war is bound to happen. Whether you're able to protect Solaris as a Solvivor, their fate is yours to decide. SOLVIVOR is Part II of SoldierXSolvivor NFT series, community driven manga powered by Solana.",500,"https://www.arweave.net/4Cs-DMcZiiwCn5pU-Yei92z20i-jLOyxs5nYZSNYvLg?ext=png","[{""trait_type"":""Background"",""value"":""Solana""},{""trait_type"":""Backpack"",""value"":""O2 Magz Backpack""},{""trait_type"":""Body"",""value"":""Female 02""},{""trait_type"":""Suit"",""value"":""Seifuku""},{""trait_type"":""Headgear"",""value"":""Gas Mask Camo""},{""trait_type"":""Neckgear"",""value"":""Space Neck Connector""},{""trait_type"":""Weapon"",""value"":""Space Gun""}]","[{""uri"":""https://www.arweave.net/4Cs-DMcZiiwCn5pU-Yei92z20i-jLOyxs5nYZSNYvLg?ext=png"",""type"":""image/png""}]","[{""address"":""95wHQdPGtm9pnJRNTcF2ZwskUYdgkMjyJc392KBMnynh"",""share"":50},{""address"":""F61rNRUhmN4GutbyZFtgj3sMFTC7oB2unSmnjUneQdm5"",""share"":50}]","image","SoldierXSolvivor - SOLVIVOR","SoldierXSolvivor"
"[""BkgDWrVisA3j7VBRYE6dAsgwaSa2YcHKYT7PYhzsPWou"",""95wHQdPGtm9pnJRNTcF2ZwskUYdgkMjyJc392KBMnynh"",""F61rNRUhmN4GutbyZFtgj3sMFTC7oB2unSmnjUneQdm5""]","Soldier #1912","[0,50,50]","SXS","https://arweave.net/phXpqMfQE0niXQ4UWqbLTtTKcXpsXQJZc32RKrOx6n4","[1,0,0]",true,"8g69iKDHUcyGwNmgz5D8GDZR842Uz3KMSyDGPLsiiuqh",true,"7NdZb6V9vHb2JxH59c3hNF33oVXQCAR9necZGjPsaRpr","https://explorer.solana.com/address/8g69iKDHUcyGwNmgz5D8GDZR842Uz3KMSyDGPLsiiuqh","Soldier #1912","SXS","In Solaris, a great war is bound to happen. Whether you're able to infiltrate Solaris as a Soldier, their fate is yours to decide. SOLDIER is Part I of SoldierXSolvivor NFT series, community driven manga powered by Solana.",500,"https://www.arweave.net/GDmULJE7A1dbgkOoyE6fD0S2XYxCktVu0bphgB-tlrQ?ext=png","[{""trait_type"":""Background"",""value"":""Green""},{""trait_type"":""Backpack"",""value"":""O2 Magz Backpack""},{""trait_type"":""Body"",""value"":""Male""},{""trait_type"":""Suit"",""value"":""Armored Yukata""},{""trait_type"":""Headgear"",""value"":""Retrofuture Worldwar Helmet""},{""trait_type"":""Mask"",""value"":""Oturan Neck armor""},{""trait_type"":""Vision"",""value"":""Blue Owl""},{""trait_type"":""Weapon"",""value"":""M9919 Shotgun""}]","[{""uri"":""https://www.arweave.net/GDmULJE7A1dbgkOoyE6fD0S2XYxCktVu0bphgB-tlrQ?ext=png"",""type"":""image/png""}]","[{""address"":""95wHQdPGtm9pnJRNTcF2ZwskUYdgkMjyJc392KBMnynh"",""share"":50},{""address"":""F61rNRUhmN4GutbyZFtgj3sMFTC7oB2unSmnjUneQdm5"",""share"":50}]","image","SoldierXSolvivor - SOLDIER","SoldierXSolvivor"
"[""FUovKPfX3Jxy37jxz9CYZLQMs8FSuGvcYGWUs5kpjwDv"",""J9wbUNfXiqt65iFaKSVJAsUq5D4P4sqiCtNzU3YTWG69"",""8wzw8x8HN8wawGR9XHer68CY7i7dXpBo9NkKjNomWcNj"",""6vPMHK3qbpnU7Wabn7D3dVwgcPEbSzDQDHVGLwLTwbvU"",""DpZJVWsuVsAkfA2TyBMdgNuv7AfszMAE3YKJ83iaxGct""]","Dronie #7518","[0,25,25,25,25]","DRONIES","https://arweave.net/tb-BSgPpn06jARmc5RMjOGMT9tKLHSw4Olg8KsRcS-Y","[1,0,0,0,0]",true,"38AurNLMSngrzMv9CkZtkWtngZPfs8M15orj5T62tEDt",true,"dronAWvUGchFq2BrhSuTzSsDsk399M3muiB5wQyHiec","https://explorer.solana.com/address/38AurNLMSngrzMv9CkZtkWtngZPfs8M15orj5T62tEDt","Dronie #7518","DRONIES","Dronies is a collection of 10,000 uniquely generated spy drones that have been created by an unknown entity. As a member of the Echelon, you’ll be embarking on an important journey with your fellow sleuths to unravel the mysterious purpose behind these “birds”.",500,"https://www.arweave.net/3lkMmrPgI6Jo4kblHUBnt5d4eCC6l-GecZqu276qqnA?ext=png","[{""trait_type"":""Color"",""value"":""Blue""},{""trait_type"":""Background"",""value"":""Day Clouds""},{""trait_type"":""Back Storage"",""value"":""None""},{""trait_type"":""Body"",""value"":""Type A""},{""trait_type"":""Body Texture"",""value"":""None""},{""trait_type"":""Chest Accessory"",""value"":""Tie""},{""trait_type"":""Head"",""value"":""Type A2""},{""trait_type"":""Eyes"",""value"":""Orange Sockets""},{""trait_type"":""Mask"",""value"":""None""},{""trait_type"":""Beak"",""value"":""Gun""},{""trait_type"":""Hat"",""value"":""Sailor Hat""},{""trait_type"":""Wings"",""value"":""Type A""}]","[{""uri"":""https://www.arweave.net/3lkMmrPgI6Jo4kblHUBnt5d4eCC6l-GecZqu276qqnA?ext=png"",""type"":""image/png""}]","[{""address"":""J9wbUNfXiqt65iFaKSVJAsUq5D4P4sqiCtNzU3YTWG69"",""share"":25},{""address"":""8wzw8x8HN8wawGR9XHer68CY7i7dXpBo9NkKjNomWcNj"",""share"":25},{""address"":""6vPMHK3qbpnU7Wabn7D3dVwgcPEbSzDQDHVGLwLTwbvU"",""share"":25},{""address"":""DpZJVWsuVsAkfA2TyBMdgNuv7AfszMAE3YKJ83iaxGct"",""share"":25}]","image","Dronies","Dronies"
"[""9e2t1Edteo2WQ1u4o22ddDFPyA5EdMX6ZM3Gvub6Pado"",""FTYTxAR5usxYVjRzChouqgHxxboZfj1iz5YdPutF67aF"",""ETZ4Ngqq8NZqm8CJzEYSnChx5RgA9ujvnNBRpPKJQoUp"",""GEHGmVLsoY4SV1eisef6BP8ssNAnqRsrNtsgPztAHkAQ""]","Medieval Diamonds #674","[0,60,20,20]","MD","https://arweave.net/3HRU0ce_fmsRCpVo1Qtfm_lV8LeOcV61eVqhI5ZAXl0","[1,0,0,0]",true,"FVDYgr8F5KZcBC4uhf8QaMccNS9Rg8KidyAmT4UDAzKd",true,"4P6Zsaoe5TL6zwKnJJBEkEMcyPrYqHJ8jV1bxn2YKQod","https://explorer.solana.com/address/FVDYgr8F5KZcBC4uhf8QaMccNS9Rg8KidyAmT4UDAzKd","Medieval Diamonds #674","MD","777 Medieval Diamonds that act as a pass into our DAO consisting of intelligent investors.",1300,"https://www.arweave.net/kG1d8pDWBBWMPMwZBdW7lO1fN4WxFj7sEDB0xuMlXbw?ext=png","[{""trait_type"":""Background"",""value"":""MD""},{""trait_type"":""Generation"",""value"":""1""}]","[{""uri"":""https://www.arweave.net/kG1d8pDWBBWMPMwZBdW7lO1fN4WxFj7sEDB0xuMlXbw?ext=png"",""type"":""image/png""}]","[{""address"":""FTYTxAR5usxYVjRzChouqgHxxboZfj1iz5YdPutF67aF"",""share"":60},{""address"":""ETZ4Ngqq8NZqm8CJzEYSnChx5RgA9ujvnNBRpPKJQoUp"",""share"":20},{""address"":""GEHGmVLsoY4SV1eisef6BP8ssNAnqRsrNtsgPztAHkAQ"",""share"":20}]","image","Medieval Diamonds","MD"
"[""9E5VUhHy5vWvj9peP1Y3SPRmZDGDMLfzWRnVRCdNrj7o"",""GsRJrZQTRLrQxjs4Q36b9QVZTXkAC89JCBjLuHeQWbkY"",""GfmmC9mJGieYjJxkYSabzYCbtLaSm2iAbZScgLTeU9sn"",""CCcKY9KX14tpNWx82nH911WYhrdzkdVsFtkFT1vPkaZo""]","Crypto Idolz Face #3832","[0,49,50,1]","IDOLZ","https://arweave.net/UROcuccC7TeusB0Mp7S8ZcGVy0k9KtDu3NGQjePYnAU","[1,0,0,0]",true,"6h8SrrjJ8PuFAwc3e2X665zeBJjh5jdf92xmkvzpSoWV",true,"CCcKY9KX14tpNWx82nH911WYhrdzkdVsFtkFT1vPkaZo","https://explorer.solana.com/address/6h8SrrjJ8PuFAwc3e2X665zeBJjh5jdf92xmkvzpSoWV","Crypto Idolz Face #3832","IDOLZ","6969 masterpieces capturing the natural female beauty",690,"https://www.arweave.net/UwRG52VWQLpemEBGz4E8uc56BejGJmVERrNlxPTX5ko?ext=png","[{""trait_type"":""Background"",""value"":""Sunrise""},{""trait_type"":""Eyes"",""value"":""Cry Bloody""},{""trait_type"":""Hair"",""value"":""Short Lilac""},{""trait_type"":""Mouth"",""value"":""Fomo""},{""trait_type"":""Skin"",""value"":""Dark Rum""},{""trait_type"":""Accessory"",""value"":""None""}]","[{""uri"":""https://www.arweave.net/UwRG52VWQLpemEBGz4E8uc56BejGJmVERrNlxPTX5ko?ext=png"",""type"":""image/png""}]","[{""address"":""5QEpMZ1WxViAobeafArobMnN84PnTSCH8B4PERwALqE3"",""share"":49},{""address"":""GfmmC9mJGieYjJxkYSabzYCbtLaSm2iAbZScgLTeU9sn"",""share"":50},{""address"":""CCcKY9KX14tpNWx82nH911WYhrdzkdVsFtkFT1vPkaZo"",""share"":1}]","image","Crypto Idolz Faces","Crypto Idolz"
"[""3ej6TJbvSeiM8R6WXHV7TQzHQkUpvowYjqbxjJcbpN6d"",""2ma8umF7s8ZdwYVJ93dyocX7CwZEi2qjuPtnwN14dy5h""]","450 Lively Drive","[0,100]","VILLA","https://arweave.net/Rl-YkqABu8jG5Pep4lQNPD4x06UA2Xm19qeL4lVO_UI","[1,0]",true,"Bdz6vM7uzMnMT4iAWxGbJ5fHv6Cw7iz4gpJSZQqa9Cjr",true,"GfeLpchkzFqo2V4HzgXvGneTXHAJTwUrPGgti8kgvAG6","https://explorer.solana.com/address/Bdz6vM7uzMnMT4iAWxGbJ5fHv6Cw7iz4gpJSZQqa9Cjr","450 Lively Drive","VILLA","Complete with Soikoneia, an Elevated foundation, and a Sleek Tiered Contemporary, this statuesque villa is excellent for one who values individuality. An impish breeze playfully ripples through long, lush grass speckled in wildflowers in Torvyn. Those in Torvyn have an inner peace that is noticed by all who come in contact with them. This villa is located in Iquitos, the western district of Torvyn.",500,"https://arweave.net/MwKOzwW6zo3_r7jEhSWECW_5ZH9Rv_L5XtpZuFjPCI4","[{""trait_type"":""Neighborhood"",""value"":""Torvyn""},{""trait_type"":""District"",""value"":""Iquitos""},{""trait_type"":""Block"",""value"":""Lively Drive""},{""trait_type"":""Foundation"",""value"":""Elevated""},{""trait_type"":""House"",""value"":""Sleek Tiered Contemporary""},{""trait_type"":""Foliage"",""value"":""Soikoneia""}]","[{""type"":""image/jpeg"",""uri"":""https://arweave.net/MwKOzwW6zo3_r7jEhSWECW_5ZH9Rv_L5XtpZuFjPCI4""}]","[{""address"":""2ma8umF7s8ZdwYVJ93dyocX7CwZEi2qjuPtnwN14dy5h"",""share"":100}]",,"Metavillage","Metavillage"
"[""Fisa5eUEN8z547HBMaCqnBPCeWRwbjUnUk9gap23ygnv"",""5W4bKB6R4zeuxP9Fyo9QFi3H5qomfrLMd3RfMqZxnfpc""]","Kingdom of Dwarves #55","[0,100]","KOD","https://arweave.net/MzwebVpKyXgOAPh_dvFkySW370j4GGvsYzlnP5Qetx0","[1,0]",true,"4Tms1HfF9ebPZrhVy7zvQbY14jZxQvjNC8K8C42GswPZ",true,"8xFT4fmwLmeVsHr93FG221S6w8PNE5FGMUT2LbSyX5V3","https://explorer.solana.com/address/4Tms1HfF9ebPZrhVy7zvQbY14jZxQvjNC8K8C42GswPZ","Kingdom of Dwarves #55","KOD","Fantastical Dwarves",500,"https://www.arweave.net/ExwIiQwXId4oNAXazbl3NAhxVBHlJWkvLA0dq6391H0?ext=png","[{""trait_type"":""Background"",""value"":""Black""},{""trait_type"":""Dwarf"",""value"":""Full Moon""},{""trait_type"":""Chest"",""value"":""Sterling Silver Chainmail""},{""trait_type"":""Beard"",""value"":""Natural Dark Grey""},{""trait_type"":""Eyes"",""value"":""Eye Scar""},{""trait_type"":""Head"",""value"":""Iron Gold Helmet""},{""trait_type"":""Given Name"",""value"":""Utorlim Drakegranite""},{""trait_type"":""Occupation"",""value"":""King's Guards""},{""trait_type"":""Realm"",""value"":""10""},{""trait_type"":""Season"",""value"":""1""}]","[{""uri"":""https://www.arweave.net/ExwIiQwXId4oNAXazbl3NAhxVBHlJWkvLA0dq6391H0?ext=png"",""type"":""image/png""}]","[{""address"":""Fisa5eUEN8z547HBMaCqnBPCeWRwbjUnUk9gap23ygnv"",""verified"":1,""share"":0},{""address"":""5W4bKB6R4zeuxP9Fyo9QFi3H5qomfrLMd3RfMqZxnfpc"",""verified"":0,""share"":100}]","image",,
"[""6JYM3e2gmrPb2pivGeqcoZKso5zAFgPG6KCcwRcnaSrm"",""DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc""]","Yukan Theros #926","[0,100]","YT","https://arweave.net/rC2HeXZoMOrz9G9Z7XzL4xHvlJlcr1RAPfmBCUmzNB0","[1,0]",true,"E3A6C4jS5jiorMZGcpjVcQZqcrxBSu7vXaXCfZHnu7Ef",true,"DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc","https://explorer.solana.com/address/E3A6C4jS5jiorMZGcpjVcQZqcrxBSu7vXaXCfZHnu7Ef","Yukan Theros #926","YT","1,111 Yukan Theros have been brought to the present from 200 million years ago by an accidental time travel experiment, and they eventually fell in love with the Raptorz",700,"https://arweave.net/mbgXKCs5dJJmyYwmkAcugzPOhumKOI6bbWl8ezIh6ak","[{""trait_type"":""Background"",""value"":""Twilight""},{""trait_type"":""Avatar"",""value"":""Grey""},{""trait_type"":""Face"",""value"":""Hacker""},{""trait_type"":""Neck"",""value"":""Tie""},{""trait_type"":""Mouth"",""value"":""Bra""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/mbgXKCs5dJJmyYwmkAcugzPOhumKOI6bbWl8ezIh6ak""}]","[{""address"":""DeLu4LLuniMe4ERPXoTRXVLFrq1xq3kjNQ68gGnTZ7Vc"",""share"":100}]","image","Yukan Theros","Theros"
"[""GErEMvGKV2vZB5gzbD1quw8LDQFUKWjGcCBUqRkfV1Uw"",""6JuFMxBrVe9rXwEUynLnZCCcvu5Nz5bpxjKEEJ1nfvk5"",""CFqPEEmLda2YYLWvFcD17Jf1QgidkpQoJf3xUZn7so4R"",""25ybrvkz4RLjivUSArscRL9Gn3FBYeJirSGa5RvrMPe8""]","#362","[0,70,20,10]","","https://arweave.net/Q6Qr1Ro1pmTizlW_2Qq7wilngQuloCBboJPMEoiK95w","[1,0,0,0]",true,"CTieiyj8MoVoW2uKpNGvCS2y67gGkPuaieUjjkuP8AkZ",true,"577nZgxsQCJmFxSsR4fUbixknUDL26GskUWC5anpNLMz","https://explorer.solana.com/address/CTieiyj8MoVoW2uKpNGvCS2y67gGkPuaieUjjkuP8AkZ","#362","","Inspired by the abstract art movement, this project is an experimentation of color, texture and light on an artistic composition of a basic form. Resembling Piet Mondrian’s artwork, this collection uses rectangles as the basic form, adding a third dimension and innovative placement of rectangles to create a 3D canvas. The color, texture and light of these rectangles are then assigned through a parametric approach. The result is a collection of 1000 TensorBoxes with unique composition and some mesmerizing compositions.",500,"https://www.arweave.net/QTAcuoAYyfRbXzuFACRe4joRhI1bzRgcaI9QgaS-mMo?ext=png","[{""trait_type"":""Color Generators"",""value"":""Five""},{""trait_type"":""Emission Level"",""value"":""High""},{""trait_type"":""Contrast"",""value"":""Low""},{""trait_type"":""Surface Type"",""value"":""Transparent""},{""trait_type"":""Anchor"",""value"":""Focused""},{""trait_type"":""Base Color"",""value"":""Black""},{""trait_type"":""Tensor Density"",""value"":""Large""},{""trait_type"":""Orientation"",""value"":""Equal""},{""trait_type"":""Camera"",""value"":""Orthographic""},{""trait_type"":""3D shifted"",""value"":""""},{""trait_type"":""Z-depth"",""value"":""Regular""},{""trait_type"":""Dominant Color 1"",""value"":""darkslategray""},{""trait_type"":""Dominant Color 2"",""value"":""black""},{""trait_type"":""Dominant Color 3"",""value"":""darkolivegreen""},{""trait_type"":""Dominant Color 4"",""value"":""khaki""},{""trait_type"":""Dominant Color 5"",""value"":""beige""}]","[{""type"":""image/png"",""uri"":""https://www.arweave.net/QTAcuoAYyfRbXzuFACRe4joRhI1bzRgcaI9QgaS-mMo?ext=png""}]","[{""address"":""6JuFMxBrVe9rXwEUynLnZCCcvu5Nz5bpxjKEEJ1nfvk5"",""share"":70},{""address"":""CFqPEEmLda2YYLWvFcD17Jf1QgidkpQoJf3xUZn7so4R"",""share"":20},{""address"":""25ybrvkz4RLjivUSArscRL9Gn3FBYeJirSGa5RvrMPe8"",""share"":10}]","image","TensorBox","Parametrise"
"[""FPgRG5BKztLr2aXYThwCnhJNRkUKKAbXBZNKg4hSMRKf"",""CkqwmiE23pxJ9ummSmc3y8VPd5VUWpdJpNsYRNDXYzCa"",""NTbqs5ir7X7uMYQtqbcpzi6r9AnwnWZZ5jZUHHZy5dx"",""2JsYLM3WdsqLjYGfnpa4Harwx3VPWDDkBtGkvrkEQBJi""]","The Aces NFT #5095","[0,15,15,70]","ACES","https://arweave.net/AC3aDvu_SKIgIhD7MPfEH-LjRQWrWP0m4KKq4xZZfGE","[1,0,0,0]",true,"Fg1kXYZuaYfhsWY9YaYzLJWV6NemRhcHnqYMALwz3x8M",true,"2J9HZSVM2CsFNQ2WC6SYZYuh8uL4E9iLZbXcSnqrLZrY","https://explorer.solana.com/address/Fg1kXYZuaYfhsWY9YaYzLJWV6NemRhcHnqYMALwz3x8M","The Aces NFT #5095","ACES","The Aces NFT",700,"https://arweave.net/TJP6fZBUhWXg6_4HNyKz0ebzRMS0fczVc4Meh-xHECE","[{""trait_type"":""Deck"",""value"":""4silverdeck""},{""trait_type"":""Suit"",""value"":""diamonds""},{""trait_type"":""Value"",""value"":""queen""},{""trait_type"":""Skin"",""value"":""tone3""},{""trait_type"":""Body"",""value"":""basecolor2""},{""trait_type"":""Clothes"",""value"":""redsuitpattern2-2""},{""trait_type"":""Object"",""value"":""flower1""},{""trait_type"":""Eyes"",""value"":""sunglassesred""},{""trait_type"":""Mouth"",""value"":""oh""},{""trait_type"":""Accessory"",""value"":""none""},{""trait_type"":""Hair"",""value"":""bunorange""},{""trait_type"":""Crown"",""value"":""queencrown2""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/TJP6fZBUhWXg6_4HNyKz0ebzRMS0fczVc4Meh-xHECE""}]","[{""address"":""CkqwmiE23pxJ9ummSmc3y8VPd5VUWpdJpNsYRNDXYzCa"",""share"":15},{""address"":""NTbqs5ir7X7uMYQtqbcpzi6r9AnwnWZZ5jZUHHZy5dx"",""share"":15},{""address"":""2JsYLM3WdsqLjYGfnpa4Harwx3VPWDDkBtGkvrkEQBJi"",""share"":70}]","image",,
"[""9e2t1Edteo2WQ1u4o22ddDFPyA5EdMX6ZM3Gvub6Pado"",""FTYTxAR5usxYVjRzChouqgHxxboZfj1iz5YdPutF67aF"",""ETZ4Ngqq8NZqm8CJzEYSnChx5RgA9ujvnNBRpPKJQoUp"",""GEHGmVLsoY4SV1eisef6BP8ssNAnqRsrNtsgPztAHkAQ""]","Medieval Diamonds #503","[0,60,20,20]","MD","https://arweave.net/I-PeVJkDEG2hNMlz7ruRFtvj6n0oLGGdz4UVRaRBGS4","[1,0,0,0]",true,"E7Gk424wimbMNKWB2Dm8dhWyMJSNPv2Unuyw596UT1Af",true,"4P6Zsaoe5TL6zwKnJJBEkEMcyPrYqHJ8jV1bxn2YKQod","https://explorer.solana.com/address/E7Gk424wimbMNKWB2Dm8dhWyMJSNPv2Unuyw596UT1Af","Medieval Diamonds #503","MD","777 Medieval Diamonds that act as a pass into our DAO consisting of intelligent investors.",1300,"https://www.arweave.net/NrdRM3hJqf5jEEvY8dkJ2ozmO070UMxoz9mmY3k983k?ext=png","[{""trait_type"":""Background"",""value"":""MD""},{""trait_type"":""Generation"",""value"":""1""}]","[{""uri"":""https://www.arweave.net/NrdRM3hJqf5jEEvY8dkJ2ozmO070UMxoz9mmY3k983k?ext=png"",""type"":""image/png""}]","[{""address"":""FTYTxAR5usxYVjRzChouqgHxxboZfj1iz5YdPutF67aF"",""share"":60},{""address"":""ETZ4Ngqq8NZqm8CJzEYSnChx5RgA9ujvnNBRpPKJQoUp"",""share"":20},{""address"":""GEHGmVLsoY4SV1eisef6BP8ssNAnqRsrNtsgPztAHkAQ"",""share"":20}]","image","Medieval Diamonds","MD"
"[""3yCi3HSYDfCgexH46CRfX5JKzA3WGYYTt8AqokmY9tHi"",""7uCWeriPZmEBFLvZmBc2UAUNgustuwkujWTqhJD9GoyD"",""JA9mPSLcQLpUoCQMwT8GUqWoUtyhsQfawMWnEp4SKwBk"",""4dQqG3SVuAqtHy64mVp2BYEybXDjoXTFxRtDgCbsEyht"",""2Ex5PnVraQ6Q6X5F8iR9JPFjD3GEU1V3JyPxpijbTYr6""]","Lana Frogs #74","[0,41,50,1,8]","","https://arweave.net/XPo9zzruFMSk5QiXIuo0vzT9b15sWiNqhJxamUYVDo8","[1,0,0,0,0]",true,"4wQW5NzJQs7RY2poaLxNuL2iW5RytpG6ykU7rYgFhx3",true,"6RFuQcBKsU6niT1ndbN9uv5KV9onDjUBKbBkJtuxBR3q","https://explorer.solana.com/address/4wQW5NzJQs7RY2poaLxNuL2iW5RytpG6ykU7rYgFhx3","Lana Frogs #74","","A collection of the most ribbiting 4444 frogs, holding this NFT gives you access to our PondDAO and other exclusive benefits.",600,"https://www.arweave.net/C3Ww6AhnFgz4CgkGaGFRiTAMgyRsOqhhsvaoKKXY22U?ext=png","[{""trait_type"":""Background"",""value"":""Blue""},{""trait_type"":""Chocolate Frogs"",""value"":""Chocolate""},{""trait_type"":""Clothes"",""value"":""Beige Sweater""},{""trait_type"":""Head*"",""value"":""Inspector Hat""}]","[{""uri"":""https://www.arweave.net/C3Ww6AhnFgz4CgkGaGFRiTAMgyRsOqhhsvaoKKXY22U?ext=png"",""type"":""image/png""}]","[{""address"":""7uCWeriPZmEBFLvZmBc2UAUNgustuwkujWTqhJD9GoyD"",""share"":41},{""address"":""JA9mPSLcQLpUoCQMwT8GUqWoUtyhsQfawMWnEp4SKwBk"",""share"":50},{""address"":""4dQqG3SVuAqtHy64mVp2BYEybXDjoXTFxRtDgCbsEyht"",""share"":1},{""address"":""2Ex5PnVraQ6Q6X5F8iR9JPFjD3GEU1V3JyPxpijbTYr6"",""share"":8}]","image","Lana Frogs","Lana Frogs NFT"
"[""EfZ8f7AiJPdYud9TjRCQewvNPSu9ZVw9DfVg64AoxzHE"",""5hce78UqEa2JxXHvGWxjNwqh62jqZvf1ep3Qe7WoNYou"",""BuNageytWKnXgWbXpJaAByj23T9xhy93264mb8cetfLz""]","Duck Royal Club #301","[0,10,90]","DURC","https://arweave.net/3iY6lFgG6s-yaymEhD0QTZFk569u5TI4y5edKrPNui0","[1,0,0]",true,"GcFamzzXHKLDa44VLDEiqw4qaQxRAphyYqb972RrYpTy",true,"5yADLrL7kDkKsJPgw9R6u9EHsiW6sCPgPhsKk7HAoc9s","https://explorer.solana.com/address/GcFamzzXHKLDa44VLDEiqw4qaQxRAphyYqb972RrYpTy","Duck Royal Club #301","DURC","The Duck Royal Club is the 2nd collection out of 10 of the Royal Club NFTs. 555 Ducks that will give you access to the exclusive Royal Club DAO and Club Wallet SOL airdrops",700,"https://arweave.net/Pp6RBi5AqY8gI-8FPTjT-e4J3UgHa-gvHLrADMV4Uzc","[{""trait_type"":""Background"",""value"":""Galaxy""},{""trait_type"":""Body"",""value"":""Pink""},{""trait_type"":""Eyes"",""value"":""Confused""},{""trait_type"":""Beak"",""value"":""Open""},{""trait_type"":""Eyewear"",""value"":""None""},{""trait_type"":""Hat"",""value"":""None""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/Pp6RBi5AqY8gI-8FPTjT-e4J3UgHa-gvHLrADMV4Uzc""}]","[{""address"":""5hce78UqEa2JxXHvGWxjNwqh62jqZvf1ep3Qe7WoNYou"",""share"":10},{""address"":""BuNageytWKnXgWbXpJaAByj23T9xhy93264mb8cetfLz"",""share"":90}]","image","Duck Royal Club","Royal Club NFT"
"[""4JpeDuXCNwJtucmjz4X7DzSy2ybKU6cSPN9gUmeoCC1H"",""4HuRUnV6ebd3cF8oTDxmqC5RZnVidc4a7QUq8iywJyqu""]","Shinobi Sers #342","[0,100]","SOL","https://arweave.net/i8cIhtH6SRk9suGli53llMv1vZi3R88Kjb4dPjW08ew","[1,0]",true,"ujENuEeR7cpzcw1ezQ8ieZefxnahjwZoDoh6NvTeXB6",true,"FPhEHmXmBF3tbSyUTRpdpmm2o5vtjwwjRWG6hJFrCwfK","https://explorer.solana.com/address/ujENuEeR7cpzcw1ezQ8ieZefxnahjwZoDoh6NvTeXB6","Shinobi Sers #342","SOL","444 Ninjas Making Alpha Accessible",2000,"https://arweave.net/VSgzlsOr1DvwpZwXPwW3-AKTC4h0v1sp7O4xSnUAO10","[{""trait_type"":""Backgrounds"",""value"":""Orange""},{""trait_type"":""Clothing"",""value"":""White Robe""},{""trait_type"":""Head"",""value"":""Black""},{""trait_type"":""Mask"",""value"":""Demonic Mask""},{""trait_type"":""Shoes"",""value"":""Yellow""},{""trait_type"":""Weapon"",""value"":""Shurikens""}]","[{""type"":""image/png"",""uri"":""https://arweave.net/VSgzlsOr1DvwpZwXPwW3-AKTC4h0v1sp7O4xSnUAO10""}]","[{""address"":""4HuRUnV6ebd3cF8oTDxmqC5RZnVidc4a7QUq8iywJyqu"",""share"":100}]","image",,
